Origin,Dest,OriginCityName,DestCityName,OriginStateName,DestStateName,LatitudeDep,LongitudeDep,LatitudeArr,LongitudeArr
FCA,LAS,"Kalispell, MT","Las Vegas, NV",Montana,Nevada,48.3108,-114.2557,36.0861,-115.1611
IND,SAV,"Indianapolis, IN","Savannah, GA",Indiana,Georgia,39.7163,-86.2951,32.1242,-81.1977
SNA,DSM,"Santa Ana, CA","Des Moines, IA",California,Iowa,33.6742,-117.868,41.5345,-93.6592
ABE,SFB,"Allentown/Bethlehem/Easton, PA","Sanford, FL",Pennsylvania,Florida,40.6511,-75.4422,28.776,-81.2412
LAS,SHV,"Las Vegas, NV","Shreveport, LA",Nevada,Louisiana,36.0861,-115.1611,32.4451,-93.8267
SAV,PIT,"Savannah, GA","Pittsburgh, PA",Georgia,Pennsylvania,32.1242,-81.1977,40.4918,-80.237
SCK,LAS,"Stockton, CA","Las Vegas, NV",California,Nevada,37.8944,-121.2436,36.0861,-115.1611
SDF,PGD,"Louisville, KY","Punta Gorda, FL",Kentucky,Florida,38.1717,-85.7354,26.9194,-81.993
ABE,PIE,"Allentown/Bethlehem/Easton, PA","St. Petersburg, FL",Pennsylvania,Florida,40.6511,-75.4422,27.9099,-82.6877
SRQ,SBN,"Sarasota/Bradenton, FL","South Bend, IN",Florida,Indiana,27.396,-82.5541,41.7091,-86.3233
AZA,IDA,"Phoenix, AZ","Idaho Falls, ID",Arizona,Idaho,33.3059,-111.6526,43.5152,-112.0661
SDF,SFB,"Louisville, KY","Sanford, FL",Kentucky,Florida,38.1717,-85.7354,28.776,-81.2412
BLI,LAS,"Bellingham, WA","Las Vegas, NV",Washington,Nevada,48.7937,-122.536,36.0861,-115.1611
SFB,USA,"Sanford, FL","Concord, NC",Florida,North Carolina,28.776,-81.2412,35.673,-79.0393
SAN,IDA,"San Diego, CA","Idaho Falls, ID",California,Idaho,32.7334,-117.1922,43.5152,-112.0661
LAS,MLI,"Las Vegas, NV","Moline, IL",Nevada,Illinois,36.0861,-115.1611,41.4477,-90.5115
FSD,AUS,"Sioux Falls, SD","Austin, TX",South Dakota,Texas,43.5827,-96.7412,30.1935,-97.665
GSP,PIE,"Greer, SC","St. Petersburg, FL",South Carolina,Florida,34.8954,-82.2172,27.9099,-82.6877
AMA,LAS,"Amarillo, TX","Las Vegas, NV",Texas,Nevada,35.2208,-101.7097,36.0861,-115.1611
AVL,EWR,"Asheville, NC","Newark, NJ",North Carolina,New Jersey,35.4364,-82.5409,40.6891,-74.1773
DSM,SNA,"Des Moines, IA","Santa Ana, CA",Iowa,California,41.5345,-93.6592,33.6742,-117.868
SGF,PIE,"Springfield, MO","St. Petersburg, FL",Missouri,Florida,37.243,-93.3889,27.9099,-82.6877
VPS,LCK,"Valparaiso, FL","Columbus, OH",Florida,Ohio,30.4863,-86.5134,39.8132,-82.9342
TRI,PIE,"Bristol/Johnson City/Kingsport, TN","St. Petersburg, FL",Tennessee,Florida,36.4734,-82.4084,27.9099,-82.6877
PIE,MCI,"St. Petersburg, FL","Kansas City, MO",Florida,Missouri,27.9099,-82.6877,39.3022,-94.7208
PGD,BLV,"Punta Gorda, FL","Belleville, IL",Florida,Illinois,26.9194,-81.993,38.5461,-89.82
AUS,MEM,"Austin, TX","Memphis, TN",Texas,Tennessee,30.1935,-97.665,35.0463,-89.9769
BLV,SRQ,"Belleville, IL","Sarasota/Bradenton, FL",Illinois,Florida,38.5461,-89.82,27.396,-82.5541
MDT,PIE,"Harrisburg, PA","St. Petersburg, FL",Pennsylvania,Florida,40.1932,-76.7529,27.9099,-82.6877
LAS,GRI,"Las Vegas, NV","Grand Island, NE",Nevada,Nebraska,36.0861,-115.1611,40.9705,-98.3075
FWA,AZA,"Fort Wayne, IN","Phoenix, AZ",Indiana,Arizona,40.9798,-85.1879,33.3059,-111.6526
VPS,BLV,"Valparaiso, FL","Belleville, IL",Florida,Illinois,30.4863,-86.5134,38.5461,-89.82
CHS,CVG,"Charleston, SC","Cincinnati, OH",South Carolina,Kentucky,32.9004,-80.0514,39.0499,-84.6652
MSY,CVG,"New Orleans, LA","Cincinnati, OH",Louisiana,Kentucky,29.9942,-90.2643,39.0499,-84.6652
SFB,MDT,"Sanford, FL","Harrisburg, PA",Florida,Pennsylvania,28.776,-81.2412,40.1932,-76.7529
SWF,MYR,"Newburgh/Poughkeepsie, NY","Myrtle Beach, SC",New York,South Carolina,41.5021,-74.1212,33.6806,-78.9291
PIA,LAS,"Peoria, IL","Las Vegas, NV",Illinois,Nevada,40.6652,-89.6968,36.0861,-115.1611
AZA,ICT,"Phoenix, AZ","Wichita, KS",Arizona,Kansas,33.3059,-111.6526,37.6493,-97.4323
BOI,AZA,"Boise, ID","Phoenix, AZ",Idaho,Arizona,43.5599,-116.2078,33.3059,-111.6526
PIE,ALB,"St. Petersburg, FL","Albany, NY",Florida,New York,27.9099,-82.6877,42.748,-73.7986
TYS,HOU,"Knoxville, TN","Houston, TX",Tennessee,Texas,35.8096,-83.9989,29.6471,-95.2769
ALB,BNA,"Albany, NY","Nashville, TN",New York,Tennessee,42.748,-73.7986,36.1196,-86.6831
GRR,AZA,"Grand Rapids, MI","Phoenix, AZ",Michigan,Arizona,42.8766,-85.5363,33.3059,-111.6526
BGR,SFB,"Bangor, ME","Sanford, FL",Maine,Florida,44.8073,-68.8194,28.776,-81.2412
SPI,AZA,"Springfield, IL","Phoenix, AZ",Illinois,Arizona,39.8437,-89.6796,33.3059,-111.6526
AZA,RFD,"Phoenix, AZ","Rockford, IL",Arizona,Illinois,33.3059,-111.6526,42.1966,-89.1019
PIE,CVG,"St. Petersburg, FL","Cincinnati, OH",Florida,Kentucky,27.9099,-82.6877,39.0499,-84.6652
PGD,LEX,"Punta Gorda, FL","Lexington, KY",Florida,Kentucky,26.9194,-81.993,38.0348,-84.6049
SFB,EVV,"Sanford, FL","Evansville, IN",Florida,Indiana,28.776,-81.2412,38.0422,-87.5288
JAX,FNT,"Jacksonville, FL","Flint, MI",Florida,Michigan,30.3322,-81.6557,42.9606,-83.7457
PGD,BNA,"Punta Gorda, FL","Nashville, TN",Florida,Tennessee,26.9194,-81.993,36.1196,-86.6831
ATW,PGD,"Appleton, WI","Punta Gorda, FL",Wisconsin,Florida,44.2566,-88.5217,26.9194,-81.993
BNA,PIE,"Nashville, TN","St. Petersburg, FL",Tennessee,Florida,36.1196,-86.6831,27.9099,-82.6877
HGR,SFB,"Hagerstown, MD","Sanford, FL",Maryland,Florida,39.7088,-77.7268,28.776,-81.2412
MEM,FLL,"Memphis, TN","Fort Lauderdale, FL",Tennessee,Florida,35.0463,-89.9769,26.072,-80.151
OWB,SFB,"Owensboro, KY","Sanford, FL",Kentucky,Florida,37.7371,-87.1686,28.776,-81.2412
PIE,SBN,"St. Petersburg, FL","South Bend, IN",Florida,Indiana,27.9099,-82.6877,41.7091,-86.3233
SFB,FSD,"Sanford, FL","Sioux Falls, SD",Florida,South Dakota,28.776,-81.2412,43.5827,-96.7412
SPI,PGD,"Springfield, IL","Punta Gorda, FL",Illinois,Florida,39.8437,-89.6796,26.9194,-81.993
AZA,SPI,"Phoenix, AZ","Springfield, IL",Arizona,Illinois,33.3059,-111.6526,39.8437,-89.6796
PGD,CAK,"Punta Gorda, FL","Akron, OH",Florida,Ohio,26.9194,-81.993,40.9152,-81.4399
SFB,ATW,"Sanford, FL","Appleton, WI",Florida,Wisconsin,28.776,-81.2412,44.2566,-88.5217
SGF,VPS,"Springfield, MO","Valparaiso, FL",Missouri,Florida,37.243,-93.3889,30.4863,-86.5134
FLL,ORF,"Fort Lauderdale, FL","Norfolk, VA",Florida,Virginia,26.072,-80.151,36.8947,-76.2023
BNA,BZN,"Nashville, TN","Bozeman, MT",Tennessee,Montana,36.1196,-86.6831,45.7835,-111.157
PGD,LCK,"Punta Gorda, FL","Columbus, OH",Florida,Ohio,26.9194,-81.993,39.8132,-82.9342
AZA,DSM,"Phoenix, AZ","Des Moines, IA",Arizona,Iowa,33.3059,-111.6526,41.5345,-93.6592
FNT,PIE,"Flint, MI","St. Petersburg, FL",Michigan,Florida,42.9606,-83.7457,27.9099,-82.6877
ROA,SFB,"Roanoke, VA","Sanford, FL",Virginia,Florida,37.3244,-79.9768,28.776,-81.2412
PGD,GRR,"Punta Gorda, FL","Grand Rapids, MI",Florida,Michigan,26.9194,-81.993,42.8766,-85.5363
PIT,SFB,"Pittsburgh, PA","Sanford, FL",Pennsylvania,Florida,40.4918,-80.237,28.776,-81.2412
TYS,SFB,"Knoxville, TN","Sanford, FL",Tennessee,Florida,35.8096,-83.9989,28.776,-81.2412
DAY,PGD,"Dayton, OH","Punta Gorda, FL",Ohio,Florida,39.9053,-84.2202,26.9194,-81.993
SAV,IND,"Savannah, GA","Indianapolis, IN",Georgia,Indiana,32.1242,-81.1977,39.7163,-86.2951
EWR,VPS,"Newark, NJ","Valparaiso, FL",New Jersey,Florida,40.6891,-74.1773,30.4863,-86.5134
MLI,SFB,"Moline, IL","Sanford, FL",Illinois,Florida,41.4477,-90.5115,28.776,-81.2412
PIT,PIE,"Pittsburgh, PA","St. Petersburg, FL",Pennsylvania,Florida,40.4918,-80.237,27.9099,-82.6877
SFB,FAR,"Sanford, FL","Fargo, ND",Florida,North Dakota,28.776,-81.2412,46.9209,-96.8145
FAR,AZA,"Fargo, ND","Phoenix, AZ",North Dakota,Arizona,46.9209,-96.8145,33.3059,-111.6526
LIT,SFB,"Little Rock, AR","Sanford, FL",Arkansas,Florida,34.7311,-92.2246,28.776,-81.2412
LCK,ORF,"Columbus, OH","Norfolk, VA",Ohio,Virginia,39.8132,-82.9342,36.8947,-76.2023
FSD,PIE,"Sioux Falls, SD","St. Petersburg, FL",South Dakota,Florida,43.5827,-96.7412,27.9099,-82.6877
BOS,SRQ,"Boston, MA","Sarasota/Bradenton, FL",Massachusetts,Florida,42.3632,-71.0136,27.396,-82.5541
PIE,PVU,"St. Petersburg, FL","Provo, UT",Florida,Utah,27.9099,-82.6877,40.2192,-111.7206
PIT,EYW,"Pittsburgh, PA","Key West, FL",Pennsylvania,Florida,40.4918,-80.237,24.5555,-81.7596
GRR,SFB,"Grand Rapids, MI","Sanford, FL",Michigan,Florida,42.8766,-85.5363,28.776,-81.2412
PIT,PGD,"Pittsburgh, PA","Punta Gorda, FL",Pennsylvania,Florida,40.4918,-80.237,26.9194,-81.993
AZA,GRI,"Phoenix, AZ","Grand Island, NE",Arizona,Nebraska,33.3059,-111.6526,40.9705,-98.3075
IAG,PGD,"Niagara Falls, NY","Punta Gorda, FL",New York,Florida,43.1073,-78.9523,26.9194,-81.993
PIT,CHS,"Pittsburgh, PA","Charleston, SC",Pennsylvania,South Carolina,40.4918,-80.237,32.9004,-80.0514
EWR,TYS,"Newark, NJ","Knoxville, TN",New Jersey,Tennessee,40.6891,-74.1773,35.8096,-83.9989
CID,SFB,"Cedar Rapids/Iowa City, IA","Sanford, FL",Iowa,Florida,41.8853,-91.7147,28.776,-81.2412
PSM,SFB,"Portsmouth, NH","Sanford, FL",New Hampshire,Florida,43.079,-70.8187,28.776,-81.2412
MFE,LAS,"Mission/McAllen/Edinburg, TX","Las Vegas, NV",Texas,Nevada,26.1763,-98.2396,36.0861,-115.1611
HTS,PIE,"Ashland, WV","St. Petersburg, FL",West Virginia,Florida,38.368,-82.5596,27.9099,-82.6877
LEX,PIE,"Lexington, KY","St. Petersburg, FL",Kentucky,Florida,38.0348,-84.6049,27.9099,-82.6877
SFB,PBG,"Sanford, FL","Plattsburgh, NY",Florida,New York,28.776,-81.2412,44.6517,-73.4644
PIE,BMI,"St. Petersburg, FL","Bloomington/Normal, IL",Florida,Illinois,27.9099,-82.6877,40.4734,-88.9148
SAV,FNT,"Savannah, GA","Flint, MI",Georgia,Michigan,32.1242,-81.1977,42.9606,-83.7457
LAS,GTF,"Las Vegas, NV","Great Falls, MT",Nevada,Montana,36.0861,-115.1611,47.48,-111.3756
LAS,PIA,"Las Vegas, NV","Peoria, IL",Nevada,Illinois,36.0861,-115.1611,40.6652,-89.6968
AVL,PIE,"Asheville, NC","St. Petersburg, FL",North Carolina,Florida,35.4364,-82.5409,27.9099,-82.6877
PIE,CHA,"St. Petersburg, FL","Chattanooga, TN",Florida,Tennessee,27.9099,-82.6877,35.0324,-85.2017
BNA,FAR,"Nashville, TN","Fargo, ND",Tennessee,North Dakota,36.1196,-86.6831,46.9209,-96.8145
ORF,LCK,"Norfolk, VA","Columbus, OH",Virginia,Ohio,36.8947,-76.2023,39.8132,-82.9342
OAK,IDA,"Oakland, CA","Idaho Falls, ID",California,Idaho,37.7223,-122.217,43.5152,-112.0661
SAV,ATW,"Savannah, GA","Appleton, WI",Georgia,Wisconsin,32.1242,-81.1977,44.2566,-88.5217
AVL,VPS,"Asheville, NC","Valparaiso, FL",North Carolina,Florida,35.4364,-82.5409,30.4863,-86.5134
LIT,PIE,"Little Rock, AR","St. Petersburg, FL",Arkansas,Florida,34.7311,-92.2246,27.9099,-82.6877
PIE,EYW,"St. Petersburg, FL","Key West, FL",Florida,Florida,27.9099,-82.6877,24.5555,-81.7596
GTF,LAS,"Great Falls, MT","Las Vegas, NV",Montana,Nevada,47.48,-111.3756,36.0861,-115.1611
SFB,IAG,"Sanford, FL","Niagara Falls, NY",Florida,New York,28.776,-81.2412,43.1073,-78.9523
SFB,OKC,"Sanford, FL","Oklahoma City, OK",Florida,Oklahoma,28.776,-81.2412,35.3848,-97.6053
CHS,SDF,"Charleston, SC","Louisville, KY",South Carolina,Kentucky,32.9004,-80.0514,38.1717,-85.7354
SRQ,ABE,"Sarasota/Bradenton, FL","Allentown/Bethlehem/Easton, PA",Florida,Pennsylvania,27.396,-82.5541,40.6511,-75.4422
MFE,SFB,"Mission/McAllen/Edinburg, TX","Sanford, FL",Texas,Florida,26.1763,-98.2396,28.776,-81.2412
XNA,PGD,"Fayetteville, AR","Punta Gorda, FL",Arkansas,Florida,36.2798,-94.3026,26.9194,-81.993
PIE,BGR,"St. Petersburg, FL","Bangor, ME",Florida,Maine,27.9099,-82.6877,44.8073,-68.8194
HTS,PGD,"Ashland, WV","Punta Gorda, FL",West Virginia,Florida,38.368,-82.5596,26.9194,-81.993
SAN,PSC,"San Diego, CA","Pasco/Kennewick/Richland, WA",California,Washington,32.7334,-117.1922,46.2636,-119.1189
BMI,SFB,"Bloomington/Normal, IL","Sanford, FL",Illinois,Florida,40.4734,-88.9148,28.776,-81.2412
BZN,BNA,"Bozeman, MT","Nashville, TN",Montana,Tennessee,45.7835,-111.157,36.1196,-86.6831
BLV,LAS,"Belleville, IL","Las Vegas, NV",Illinois,Nevada,38.5461,-89.82,36.0861,-115.1611
BIS,SFB,"Bismarck/Mandan, ND","Sanford, FL",North Dakota,Florida,46.7733,-100.7472,28.776,-81.2412
RFD,AZA,"Rockford, IL","Phoenix, AZ",Illinois,Arizona,42.1966,-89.1019,33.3059,-111.6526
CVG,PBI,"Cincinnati, OH","West Palm Beach/Palm Beach, FL",Kentucky,Florida,39.0499,-84.6652,26.6859,-80.0925
LAS,SBN,"Las Vegas, NV","South Bend, IN",Nevada,Indiana,36.0861,-115.1611,41.7091,-86.3233
AZA,GRR,"Phoenix, AZ","Grand Rapids, MI",Arizona,Michigan,33.3059,-111.6526,42.8766,-85.5363
GSO,PIE,"Greensboro/High Point, NC","St. Petersburg, FL",North Carolina,Florida,36.1021,-79.9446,27.9099,-82.6877
GRR,BOS,"Grand Rapids, MI","Boston, MA",Michigan,Massachusetts,42.8766,-85.5363,42.3632,-71.0136
MCI,VPS,"Kansas City, MO","Valparaiso, FL",Missouri,Florida,39.3022,-94.7208,30.4863,-86.5134
VPS,TUL,"Valparaiso, FL","Tulsa, OK",Florida,Oklahoma,30.4863,-86.5134,36.201,-95.8868
BNA,PVD,"Nashville, TN","Providence, RI",Tennessee,Rhode Island,36.1196,-86.6831,41.7224,-71.4286
EVV,SFB,"Evansville, IN","Sanford, FL",Indiana,Florida,38.0422,-87.5288,28.776,-81.2412
AVL,MDW,"Asheville, NC","Chicago, IL",North Carolina,Illinois,35.4364,-82.5409,41.7855,-87.7517
SFB,MFE,"Sanford, FL","Mission/McAllen/Edinburg, TX",Florida,Texas,28.776,-81.2412,26.1763,-98.2396
IND,EYW,"Indianapolis, IN","Key West, FL",Indiana,Florida,39.7163,-86.2951,24.5555,-81.7596
SFB,BMI,"Sanford, FL","Bloomington/Normal, IL",Florida,Illinois,28.776,-81.2412,40.4734,-88.9148
PIE,HGR,"St. Petersburg, FL","Hagerstown, MD",Florida,Maryland,27.9099,-82.6877,39.7088,-77.7268
SRQ,BLV,"Sarasota/Bradenton, FL","Belleville, IL",Florida,Illinois,27.396,-82.5541,38.5461,-89.82
AUS,FSD,"Austin, TX","Sioux Falls, SD",Texas,South Dakota,30.1935,-97.665,43.5827,-96.7412
MEM,AUS,"Memphis, TN","Austin, TX",Tennessee,Texas,35.0463,-89.9769,30.1935,-97.665
SRQ,AVL,"Sarasota/Bradenton, FL","Asheville, NC",Florida,North Carolina,27.396,-82.5541,35.4364,-82.5409
BLV,MYR,"Belleville, IL","Myrtle Beach, SC",Illinois,South Carolina,38.5461,-89.82,33.6806,-78.9291
PGD,SDF,"Punta Gorda, FL","Louisville, KY",Florida,Kentucky,26.9194,-81.993,38.1717,-85.7354
BLV,PGD,"Belleville, IL","Punta Gorda, FL",Illinois,Florida,38.5461,-89.82,26.9194,-81.993
SYR,MYR,"Syracuse, NY","Myrtle Beach, SC",New York,South Carolina,43.1142,-76.1191,33.6806,-78.9291
VPS,LAS,"Valparaiso, FL","Las Vegas, NV",Florida,Nevada,30.4863,-86.5134,36.0861,-115.1611
MDT,MYR,"Harrisburg, PA","Myrtle Beach, SC",Pennsylvania,South Carolina,40.1932,-76.7529,33.6806,-78.9291
PGD,FWA,"Punta Gorda, FL","Fort Wayne, IN",Florida,Indiana,26.9194,-81.993,40.9798,-85.1879
BWI,TYS,"Baltimore, MD","Knoxville, TN",Maryland,Tennessee,39.1747,-76.6708,35.8096,-83.9989
PIE,TYS,"St. Petersburg, FL","Knoxville, TN",Florida,Tennessee,27.9099,-82.6877,35.8096,-83.9989
DEN,PIA,"Denver, CO","Peoria, IL",Colorado,Illinois,39.8607,-104.6854,40.6652,-89.6968
PIE,SDF,"St. Petersburg, FL","Louisville, KY",Florida,Kentucky,27.9099,-82.6877,38.1717,-85.7354
MLI,PIE,"Moline, IL","St. Petersburg, FL",Illinois,Florida,41.4477,-90.5115,27.9099,-82.6877
LAX,GRR,"Los Angeles, CA","Grand Rapids, MI",California,Michigan,33.9422,-118.4214,42.8766,-85.5363
PIE,FSD,"St. Petersburg, FL","Sioux Falls, SD",Florida,South Dakota,27.9099,-82.6877,43.5827,-96.7412
SAV,CAK,"Savannah, GA","Akron, OH",Georgia,Ohio,32.1242,-81.1977,40.9152,-81.4399
LAS,MFR,"Las Vegas, NV","Medford, OR",Nevada,Oregon,36.0861,-115.1611,42.3727,-122.8734
BIS,LAS,"Bismarck/Mandan, ND","Las Vegas, NV",North Dakota,Nevada,46.7733,-100.7472,36.0861,-115.1611
PVU,AZA,"Provo, UT","Phoenix, AZ",Utah,Arizona,40.2192,-111.7206,33.3059,-111.6526
SFB,PIA,"Sanford, FL","Peoria, IL",Florida,Illinois,28.776,-81.2412,40.6652,-89.6968
CID,PIE,"Cedar Rapids/Iowa City, IA","St. Petersburg, FL",Iowa,Florida,41.8853,-91.7147,27.9099,-82.6877
SFB,CID,"Sanford, FL","Cedar Rapids/Iowa City, IA",Florida,Iowa,28.776,-81.2412,41.8853,-91.7147
SAV,SDF,"Savannah, GA","Louisville, KY",Georgia,Kentucky,32.1242,-81.1977,38.1717,-85.7354
SDF,PIE,"Louisville, KY","St. Petersburg, FL",Kentucky,Florida,38.1717,-85.7354,27.9099,-82.6877
IAG,PIE,"Niagara Falls, NY","St. Petersburg, FL",New York,Florida,43.1073,-78.9523,27.9099,-82.6877
MYR,CVG,"Myrtle Beach, SC","Cincinnati, OH",South Carolina,Kentucky,33.6806,-78.9291,39.0499,-84.6652
BNA,FSD,"Nashville, TN","Sioux Falls, SD",Tennessee,South Dakota,36.1196,-86.6831,43.5827,-96.7412
SRQ,DSM,"Sarasota/Bradenton, FL","Des Moines, IA",Florida,Iowa,27.396,-82.5541,41.5345,-93.6592
LAS,MRY,"Las Vegas, NV","Monterey, CA",Nevada,California,36.0861,-115.1611,36.5871,-121.8419
PGD,ABE,"Punta Gorda, FL","Allentown/Bethlehem/Easton, PA",Florida,Pennsylvania,26.9194,-81.993,40.6511,-75.4422
AZA,FSD,"Phoenix, AZ","Sioux Falls, SD",Arizona,South Dakota,33.3059,-111.6526,43.5827,-96.7412
LEX,PGD,"Lexington, KY","Punta Gorda, FL",Kentucky,Florida,38.0348,-84.6049,26.9194,-81.993
FLL,XNA,"Fort Lauderdale, FL","Fayetteville, AR",Florida,Arkansas,26.072,-80.151,36.2798,-94.3026
AZA,HOU,"Phoenix, AZ","Houston, TX",Arizona,Texas,33.3059,-111.6526,29.6471,-95.2769
AZA,FWA,"Phoenix, AZ","Fort Wayne, IN",Arizona,Indiana,33.3059,-111.6526,40.9798,-85.1879
OMA,PIE,"Omaha, NE","St. Petersburg, FL",Nebraska,Florida,41.3011,-95.8899,27.9099,-82.6877
LAX,LIT,"Los Angeles, CA","Little Rock, AR",California,Arkansas,33.9422,-118.4214,34.7311,-92.2246
PDX,IDA,"Portland, OR","Idaho Falls, ID",Oregon,Idaho,45.5871,-122.5928,43.5152,-112.0661
PBG,SFB,"Plattsburgh, NY","Sanford, FL",New York,Florida,44.6517,-73.4644,28.776,-81.2412
MYR,ALB,"Myrtle Beach, SC","Albany, NY",South Carolina,New York,33.6806,-78.9291,42.748,-73.7986
SAV,CVG,"Savannah, GA","Cincinnati, OH",Georgia,Kentucky,32.1242,-81.1977,39.0499,-84.6652
PGD,CVG,"Punta Gorda, FL","Cincinnati, OH",Florida,Kentucky,26.9194,-81.993,39.0499,-84.6652
ICT,AZA,"Wichita, KS","Phoenix, AZ",Kansas,Arizona,37.6493,-97.4323,33.3059,-111.6526
TRI,SFB,"Bristol/Johnson City/Kingsport, TN","Sanford, FL",Tennessee,Florida,36.4734,-82.4084,28.776,-81.2412
MYR,PIT,"Myrtle Beach, SC","Pittsburgh, PA",South Carolina,Pennsylvania,33.6806,-78.9291,40.4918,-80.237
TYS,VPS,"Knoxville, TN","Valparaiso, FL",Tennessee,Florida,35.8096,-83.9989,30.4863,-86.5134
PIA,AZA,"Peoria, IL","Phoenix, AZ",Illinois,Arizona,40.6652,-89.6968,33.3059,-111.6526
FNT,SFB,"Flint, MI","Sanford, FL",Michigan,Florida,42.9606,-83.7457,28.776,-81.2412
DSM,PIE,"Des Moines, IA","St. Petersburg, FL",Iowa,Florida,41.5345,-93.6592,27.9099,-82.6877
RIC,BNA,"Richmond, VA","Nashville, TN",Virginia,Tennessee,37.507,-77.3215,36.1196,-86.6831
AUS,DSM,"Austin, TX","Des Moines, IA",Texas,Iowa,30.1935,-97.665,41.5345,-93.6592
VPS,IND,"Valparaiso, FL","Indianapolis, IN",Florida,Indiana,30.4863,-86.5134,39.7163,-86.2951
TUL,SFB,"Tulsa, OK","Sanford, FL",Oklahoma,Florida,36.201,-95.8868,28.776,-81.2412
VPS,TYS,"Valparaiso, FL","Knoxville, TN",Florida,Tennessee,30.4863,-86.5134,35.8096,-83.9989
PIA,SFB,"Peoria, IL","Sanford, FL",Illinois,Florida,40.6652,-89.6968,28.776,-81.2412
BNA,RIC,"Nashville, TN","Richmond, VA",Tennessee,Virginia,36.1196,-86.6831,37.507,-77.3215
CHA,SFB,"Chattanooga, TN","Sanford, FL",Tennessee,Florida,35.0324,-85.2017,28.776,-81.2412
BNA,JAX,"Nashville, TN","Jacksonville, FL",Tennessee,Florida,36.1196,-86.6831,30.3322,-81.6557
SWF,SFB,"Newburgh/Poughkeepsie, NY","Sanford, FL",New York,Florida,41.5021,-74.1212,28.776,-81.2412
LAX,MFE,"Los Angeles, CA","Mission/McAllen/Edinburg, TX",California,Texas,33.9422,-118.4214,26.1763,-98.2396
BNA,PGD,"Nashville, TN","Punta Gorda, FL",Tennessee,Florida,36.1196,-86.6831,26.9194,-81.993
RFD,SFB,"Rockford, IL","Sanford, FL",Illinois,Florida,42.1966,-89.1019,28.776,-81.2412
SRQ,FWA,"Sarasota/Bradenton, FL","Fort Wayne, IN",Florida,Indiana,27.396,-82.5541,40.9798,-85.1879
PIE,SYR,"St. Petersburg, FL","Syracuse, NY",Florida,New York,27.9099,-82.6877,43.1142,-76.1191
USA,FLL,"Concord, NC","Fort Lauderdale, FL",North Carolina,Florida,35.673,-79.0393,26.072,-80.151
AZA,PVU,"Phoenix, AZ","Provo, UT",Arizona,Utah,33.3059,-111.6526,40.2192,-111.7206
SFB,HTS,"Sanford, FL","Ashland, WV",Florida,West Virginia,28.776,-81.2412,38.368,-82.5596
PGD,MDT,"Punta Gorda, FL","Harrisburg, PA",Florida,Pennsylvania,26.9194,-81.993,40.1932,-76.7529
BNA,SFB,"Nashville, TN","Sanford, FL",Tennessee,Florida,36.1196,-86.6831,28.776,-81.2412
ALB,PIE,"Albany, NY","St. Petersburg, FL",New York,Florida,42.748,-73.7986,27.9099,-82.6877
IDA,SAN,"Idaho Falls, ID","San Diego, CA",Idaho,California,43.5152,-112.0661,32.7334,-117.1922
DSM,SRQ,"Des Moines, IA","Sarasota/Bradenton, FL",Iowa,Florida,41.5345,-93.6592,27.396,-82.5541
SFB,SDF,"Sanford, FL","Louisville, KY",Florida,Kentucky,28.776,-81.2412,38.1717,-85.7354
CKB,SFB,"Clarksburg/Fairmont, WV","Sanford, FL",West Virginia,Florida,39.2995,-80.2284,28.776,-81.2412
PVU,PIE,"Provo, UT","St. Petersburg, FL",Utah,Florida,40.2192,-111.7206,27.9099,-82.6877
LAS,CID,"Las Vegas, NV","Cedar Rapids/Iowa City, IA",Nevada,Iowa,36.0861,-115.1611,41.8853,-91.7147
PBG,FLL,"Plattsburgh, NY","Fort Lauderdale, FL",New York,Florida,44.6517,-73.4644,26.072,-80.151
ATW,LAS,"Appleton, WI","Las Vegas, NV",Wisconsin,Nevada,44.2566,-88.5217,36.0861,-115.1611
AZA,SAN,"Phoenix, AZ","San Diego, CA",Arizona,California,33.3059,-111.6526,32.7334,-117.1922
ELM,PIE,"Elmira/Corning, NY","St. Petersburg, FL",New York,Florida,42.1608,-76.8941,27.9099,-82.6877
MYR,FWA,"Myrtle Beach, SC","Fort Wayne, IN",South Carolina,Indiana,33.6806,-78.9291,40.9798,-85.1879
ATW,SAV,"Appleton, WI","Savannah, GA",Wisconsin,Georgia,44.2566,-88.5217,32.1242,-81.1977
EYW,PIT,"Key West, FL","Pittsburgh, PA",Florida,Pennsylvania,24.5555,-81.7596,40.4918,-80.237
ORF,BOS,"Norfolk, VA","Boston, MA",Virginia,Massachusetts,36.8947,-76.2023,42.3632,-71.0136
OAK,FCA,"Oakland, CA","Kalispell, MT",California,Montana,37.7223,-122.217,48.3108,-114.2557
ORF,JAX,"Norfolk, VA","Jacksonville, FL",Virginia,Florida,36.8947,-76.2023,30.3322,-81.6557
PBI,PIT,"West Palm Beach/Palm Beach, FL","Pittsburgh, PA",Florida,Pennsylvania,26.6859,-80.0925,40.4918,-80.237
MDT,BNA,"Harrisburg, PA","Nashville, TN",Pennsylvania,Tennessee,40.1932,-76.7529,36.1196,-86.6831
PIA,DEN,"Peoria, IL","Denver, CO",Illinois,Colorado,40.6652,-89.6968,39.8607,-104.6854
SDF,SRQ,"Louisville, KY","Sarasota/Bradenton, FL",Kentucky,Florida,38.1717,-85.7354,27.396,-82.5541
PIE,RFD,"St. Petersburg, FL","Rockford, IL",Florida,Illinois,27.9099,-82.6877,42.1966,-89.1019
